2400
(0.000000, 0.000000, 0.002500) (0.000000, 0.000000, 0.002500) (0.000000, 1.000000) 
(0.100000, 0.050000, 0.012500) (0.050000, 0.050000, 0.012500) (0.000000, 1.000000) 
(0.050000, 0.100000, 0.012500) (0.050000, 0.050000, 0.012500) (0.000000, 1.000000) 
(0.050000, 0.100000, 0.012500) (0.050000, 0.050000, 0.012500) (0.000000, 1.000000) 
(0.100000, 0.050000, 0.012500) (0.050000, 0.050000, 0.012500) (0.000000, 1.000000) 
(0.100000, 0.100000, 0.020000) (0.050000, 0.050000, 0.020000) (0.000000, 1.000000) 
(0.050000, 0.100000, 0.020000) (0.050000, 0.100000, 0.020000) (0.000000, 1.000000) 
(0.100000, 0.100000, 0.020000) (0.050000, 0.100000, 0.020000) (0.000000, 1.000000) 
(0.050000, 0.150000, 0.025000) (0.050000, 0.100000, 0.025000) (0.000000, 1.000000) 
(0.050000, 0.150000, 0.025000) (0.050000, 0.100000, 0.025000) (0.000000, 1.000000) 
(0.100000, 0.100000, 0.020000) (0.050000, 0.100000, 0.020000) (0.000000, 1.000000) 
(0.100000, 0.150000, 0.032500) (0.050000, 0.100000, 0.032500) (0.000000, 1.000000) 
(0.050000, 0.150000, 0.032500) (0.050000, 0.150000, 0.032500) (0.000000, 1.000000) 
(0.100000, 0.150000, 0.032500) (0.050000, 0.150000, 0.032500) (0.000000, 1.000000) 
(0.050000, 0.200000, 0.042500) (0.050000, 0.150000, 0.042500) (0.000000, 1.000000) 
(0.050000, 0.200000, 0.042500) (0.050000, 0.150000, 0.042500) (0.000000, 1.000000) 
(0.100000, 0.150000, 0.032500) (0.050000, 0.150000, 0.032500) (0.000000, 1.000000) 
(0.100000, 0.200000, 0.050000) (0.050000, 0.150000, 0.050000) (0.000000, 1.000000) 
(0.050000, 0.200000, 0.050000) (0.050000, 0.200000, 0.050000) (0.000000, 1.000000) 
(0.100000, 0.200000, 0.050000) (0.050000, 0.200000, 0.050000) (0.000000, 1.000000) 
(0.050000, 0.250000, 0.065000) (0.050000, 0.200000, 0.065000) (0.000000, 1.000000) 
(0.050000, 0.250000, 0.065000) (0.050000, 0.200000, 0.065000) (0.000000, 1.000000) 
(0.100000, 0.200000, 0.050000) (0.050000, 0.200000, 0.050000) (0.000000, 1.000000) 
(0.100000, 0.250000, 0.072500) (0.050000, 0.200000, 0.072500) (0.000000, 1.000000) 
(0.050000, 0.250000, 0.072500) (0.050000, 0.250000, 0.072500) (0.000000, 1.000000) 
(0.100000, 0.250000, 0.072500) (0.050000, 0.250000, 0.072500) (0.000000, 1.000000) 
(0.050000, 0.300000, 0.092500) (0.050000, 0.250000, 0.092500) (0.000000, 1.000000) 
(0.050000, 0.300000, 0.092500) (0.050000, 0.250000, 0.092500) (0.000000, 1.000000) 
(0.100000, 0.250000, 0.072500) (0.050000, 0.250000, 0.072500) (0.000000, 1.000000) 
(0.100000, 0.300000, 0.100000) (0.050000, 0.250000, 0.100000) (0.000000, 1.000000) 
(0.050000, 0.300000, 0.100000) (0.050000, 0.300000, 0.100000) (0.000000, 1.000000) 
(0.100000, 0.300000, 0.100000) (0.050000, 0.300000, 0.100000) (0.000000, 1.000000) 
(0.050000, 0.350000, 0.125000) (0.050000, 0.300000, 0.125000) (0.000000, 1.000000) 
(0.050000, 0.350000, 0.125000) (0.050000, 0.300000, 0.125000) (0.000000, 1.000000) 
(0.100000, 0.300000, 0.100000) (0.050000, 0.300000, 0.100000) (0.000000, 1.000000) 
(0.100000, 0.350000, 0.132500) (0.050000, 0.300000, 0.132500) (0.000000, 1.000000) 
(0.050000, 0.350000, 0.132500) (0.050000, 0.350000, 0.132500) (0.000000, 1.000000) 
(0.100000, 0.350000, 0.132500) (0.050000, 0.350000, 0.132500) (0.000000, 1.000000) 
(0.050000, 0.400000, 0.162500) (0.050000, 0.350000, 0.162500) (0.000000, 1.000000) 
(0.050000, 0.400000, 0.162500) (0.050000, 0.350000, 0.162500) (0.000000, 1.000000) 
(0.100000, 0.350000, 0.132500) (0.050000, 0.350000, 0.132500) (0.000000, 1.000000) 
(0.100000, 0.400000, 0.170000) (0.050000, 0.350000, 0.170000) (0.000000, 1.000000) 
(0.050000, 0.400000, 0.170000) (0.050000, 0.400000, 0.170000) (0.000000, 1.000000) 
(0.100000, 0.400000, 0.170000) (0.050000, 0.400000, 0.170000) (0.000000, 1.000000) 
(0.050000, 0.450000, 0.205000) (0.050000, 0.400000, 0.205000) (0.000000, 1.000000) 
(0.050000, 0.450000, 0.205000) (0.050000, 0.400000, 0.205000) (0.000000, 1.000000) 
(0.100000, 0.400000, 0.170000) (0.050000, 0.400000, 0.170000) (0.000000, 1.000000) 
(0.100000, 0.450000, 0.212500) (0.050000, 0.400000, 0.212500) (0.000000, 1.000000) 
(0.050000, 0.450000, 0.212500) (0.050000, 0.450000, 0.212500) (0.000000, 1.000000) 
(0.100000, 0.450000, 0.212500) (0.050000, 0.450000, 0.212500) (0.000000, 1.000000) 
(0.050000, 0.500000, 0.252500) (0.050000, 0.450000, 0.252500) (0.000000, 1.000000) 
(0.050000, 0.500000, 0.252500) (0.050000, 0.450000, 0.252500) (0.000000, 1.000000) 
(0.100000, 0.450000, 0.212500) (0.050000, 0.450000, 0.212500) (0.000000, 1.000000) 
(0.100000, 0.500000, 0.260000) (0.050000, 0.450000, 0.260000) (0.000000, 1.000000) 
(0.050000, 0.500000, 0.260000) (0.050000, 0.500000, 0.260000) (0.000000, 1.000000) 
(0.100000, 0.500000, 0.260000) (0.050000, 0.500000, 0.260000) (0.000000, 1.000000) 
(0.050000, 0.550000, 0.305000) (0.050000, 0.500000, 0.305000) (0.000000, 1.000000) 
(0.050000, 0.550000, 0.305000) (0.050000, 0.500000, 0.305000) (0.000000, 1.000000) 
(0.100000, 0.500000, 0.260000) (0.050000, 0.500000, 0.260000) (0.000000, 1.000000) 
(0.100000, 0.550000, 0.312500) (0.050000, 0.500000, 0.312500) (0.000000, 1.000000) 
(0.050000, 0.550000, 0.312500) (0.050000, 0.550000, 0.312500) (0.000000, 1.000000) 
(0.100000, 0.550000, 0.312500) (0.050000, 0.550000, 0.312500) (0.000000, 1.000000) 
(0.050000, 0.600000, 0.362500) (0.050000, 0.550000, 0.362500) (0.000000, 1.000000) 
(0.050000, 0.600000, 0.362500) (0.050000, 0.550000, 0.362500) (0.000000, 1.000000) 
(0.100000, 0.550000, 0.312500) (0.050000, 0.550000, 0.312500) (0.000000, 1.000000) 
(0.100000, 0.600000, 0.370000) (0.050000, 0.550000, 0.370000) (0.000000, 1.000000) 
(0.050000, 0.600000, 0.370000) (0.050000, 0.600000, 0.370000) (0.000000, 1.000000) 
(0.100000, 0.600000, 0.370000) (0.050000, 0.600000, 0.370000) (0.000000, 1.000000) 
(0.050000, 0.650000, 0.425000) (0.050000, 0.600000, 0.425000) (0.000000, 1.000000) 
(0.050000, 0.650000, 0.425000) (0.050000, 0.600000, 0.425000) (0.000000, 1.000000) 
(0.100000, 0.600000, 0.370000) (0.050000, 0.600000, 0.370000) (0.000000, 1.000000) 
(0.100000, 0.650000, 0.432500) (0.050000, 0.600000, 0.432500) (0.000000, 1.000000) 
(0.050000, 0.650000, 0.432500) (0.050000, 0.650000, 0.432500) (0.000000, 1.000000) 
(0.100000, 0.650000, 0.432500) (0.050000, 0.650000, 0.432500) (0.000000, 1.000000) 
(0.050000, 0.700000, 0.492500) (0.050000, 0.650000, 0.492500) (0.000000, 1.000000) 
(0.050000, 0.700000, 0.492500) (0.050000, 0.650000, 0.492500) (0.000000, 1.000000) 
(0.100000, 0.650000, 0.432500) (0.050000, 0.650000, 0.432500) (0.000000, 1.000000) 
(0.100000, 0.700000, 0.500000) (0.050000, 0.650000, 0.500000) (0.000000, 1.000000) 
(0.050000, 0.700000, 0.500000) (0.050000, 0.700000, 0.500000) (0.000000, 1.000000) 
(0.100000, 0.700000, 0.500000) (0.050000, 0.700000, 0.500000) (0.000000, 1.000000) 
(0.050000, 0.750000, 0.565000) (0.050000, 0.700000, 0.565000) (0.000000, 1.000000) 
(0.050000, 0.750000, 0.565000) (0.050000, 0.700000, 0.565000) (0.000000, 1.000000) 
(0.100000, 0.700000, 0.500000) (0.050000, 0.700000, 0.500000) (0.000000, 1.000000) 
(0.100000, 0.750000, 0.572500) (0.050000, 0.700000, 0.572500) (0.000000, 1.000000) 
(0.050000, 0.750000, 0.572500) (0.050000, 0.750000, 0.572500) (0.000000, 1.000000) 
(0.100000, 0.750000, 0.572500) (0.050000, 0.750000, 0.572500) (0.000000, 1.000000) 
(0.050000, 0.800000, 0.642500) (0.050000, 0.750000, 0.642500) (0.000000, 1.000000) 
(0.050000, 0.800000, 0.642500) (0.050000, 0.750000, 0.642500) (0.000000, 1.000000) 
(0.100000, 0.750000, 0.572500) (0.050000, 0.750000, 0.572500) (0.000000, 1.000000) 
(0.100000, 0.800000, 0.650000) (0.050000, 0.750000, 0.650000) (0.000000, 1.000000) 
(0.050000, 0.800000, 0.650000) (0.050000, 0.800000, 0.650000) (0.000000, 1.000000) 
(0.100000, 0.800000, 0.650000) (0.050000, 0.800000, 0.650000) (0.000000, 1.000000) 
(0.050000, 0.850000, 0.725000) (0.050000, 0.800000, 0.725000) (0.000000, 1.000000) 
(0.050000, 0.850000, 0.725000) (0.050000, 0.800000, 0.725000) (0.000000, 1.000000) 
(0.100000, 0.800000, 0.650000) (0.050000, 0.800000, 0.650000) (0.000000, 1.000000) 
(0.100000, 0.850000, 0.732500) (0.050000, 0.800000, 0.732500) (0.000000, 1.000000) 
(0.050000, 0.850000, 0.732500) (0.050000, 0.850000, 0.732500) (0.000000, 1.000000) 
(0.100000, 0.850000, 0.732500) (0.050000, 0.850000, 0.732500) (0.000000, 1.000000) 
(0.050000, 0.900000, 0.812500) (0.050000, 0.850000, 0.812500) (0.000000, 1.000000) 
(0.050000, 0.900000, 0.812500) (0.050000, 0.850000, 0.812500) (0.000000, 1.000000) 
(0.100000, 0.850000, 0.732500) (0.050000, 0.850000, 0.732500) (0.000000, 1.000000) 
(0.100000, 0.900000, 0.820000) (0.050000, 0.850000, 0.820000) (0.000000, 1.000000) 
(0.050000, 0.900000, 0.820000) (0.050000, 0.900000, 0.820000) (0.000000, 1.000000) 
(0.100000, 0.900000, 0.820000) (0.050000, 0.900000, 0.820000) (0.000000, 1.000000) 
(0.050000, 0.950000, 0.905000) (0.050000, 0.900000, 0.905000) (0.000000, 1.000000) 
(0.050000, 0.950000, 0.905000) (0.050000, 0.900000, 0.905000) (0.000000, 1.000000) 
(0.100000, 0.900000, 0.820000) (0.050000, 0.900000, 0.820000) (0.000000, 1.000000) 
(0.100000, 0.950000, 0.912500) (0.050000, 0.900000, 0.912500) (0.000000, 1.000000) 
(0.050000, 0.950000, 0.912500) (0.050000, 0.950000, 0.912500) (0.000000, 1.000000) 
(0.100000, 0.950000, 0.912500) (0.050000, 0.950000, 0.912500) (0.000000, 1.000000) 
(0.050000, 1.000000, 1.002500) (0.050000, 0.950000, 1.002500) (0.000000, 1.000000) 
(0.050000, 1.000000, 1.002500) (0.050000, 0.950000, 1.002500) (0.000000, 1.000000) 
(0.100000, 0.950000, 0.912500) (0.050000, 0.950000, 0.912500) (0.000000, 1.000000) 
(0.100000, 1.000000, 1.010000) (0.050000, 0.950000, 1.010000) (0.000000, 1.000000) 
(0.100000, 0.000000, 0.022500) (0.100000, 0.000000, 0.022500) (0.000000, 1.000000) 
(0.150000, 0.000000, 0.022500) (0.100000, 0.000000, 0.022500) (0.000000, 1.000000) 
(0.100000, 0.050000, 0.012500) (0.100000, 0.000000, 0.012500) (0.000000, 1.000000) 
(0.100000, 0.050000, 0.012500) (0.100000, 0.000000, 0.012500) (0.000000, 1.000000) 
(0.150000, 0.000000, 0.022500) (0.100000, 0.000000, 0.022500) (0.000000, 1.000000) 
(0.150000, 0.050000, 0.025000) (0.100000, 0.000000, 0.025000) (0.000000, 1.000000) 
(0.100000, 0.050000, 0.025000) (0.100000, 0.050000, 0.025000) (0.000000, 1.000000) 
(0.150000, 0.050000, 0.025000) (0.100000, 0.050000, 0.025000) (0.000000, 1.000000) 
(0.100000, 0.100000, 0.020000) (0.100000, 0.050000, 0.020000) (0.000000, 1.000000) 
(0.100000, 0.100000, 0.020000) (0.100000, 0.050000, 0.020000) (0.000000, 1.000000) 
(0.150000, 0.050000, 0.025000) (0.100000, 0.050000, 0.025000) (0.000000, 1.000000) 
(0.150000, 0.100000, 0.032500) (0.100000, 0.050000, 0.032500) (0.000000, 1.000000) 
(0.100000, 0.100000, 0.032500) (0.100000, 0.100000, 0.032500) (0.000000, 1.000000) 
(0.150000, 0.100000, 0.032500) (0.100000, 0.100000, 0.032500) (0.000000, 1.000000) 
(0.100000, 0.150000, 0.032500) (0.100000, 0.100000, 0.032500) (0.000000, 1.000000) 
(0.100000, 0.150000, 0.032500) (0.100000, 0.100000, 0.032500) (0.000000, 1.000000) 
(0.150000, 0.100000, 0.032500) (0.100000, 0.100000, 0.032500) (0.000000, 1.000000) 
(0.150000, 0.150000, 0.045000) (0.100000, 0.100000, 0.045000) (0.000000, 1.000000) 
(0.100000, 0.150000, 0.045000) (0.100000, 0.150000, 0.045000) (0.000000, 1.000000) 
(0.150000, 0.150000, 0.045000) (0.100000, 0.150000, 0.045000) (0.000000, 1.000000) 
(0.100000, 0.200000, 0.050000) (0.100000, 0.150000, 0.050000) (0.000000, 1.000000) 
(0.100000, 0.200000, 0.050000) (0.100000, 0.150000, 0.050000) (0.000000, 1.000000) 
(0.150000, 0.150000, 0.045000) (0.100000, 0.150000, 0.045000) (0.000000, 1.000000) 
(0.150000, 0.200000, 0.062500) (0.100000, 0.150000, 0.062500) (0.000000, 1.000000) 
(0.100000, 0.200000, 0.062500) (0.100000, 0.200000, 0.062500) (0.000000, 1.000000) 
(0.150000, 0.200000, 0.062500) (0.100000, 0.200000, 0.062500) (0.000000, 1.000000) 
(0.100000, 0.250000, 0.072500) (0.100000, 0.200000, 0.072500) (0.000000, 1.000000) 
(0.100000, 0.250000, 0.072500) (0.100000, 0.200000, 0.072500) (0.000000, 1.000000) 
(0.150000, 0.200000, 0.062500) (0.100000, 0.200000, 0.062500) (0.000000, 1.000000) 
(0.150000, 0.250000, 0.085000) (0.100000, 0.200000, 0.085000) (0.000000, 1.000000) 
(0.100000, 0.250000, 0.085000) (0.100000, 0.250000, 0.085000) (0.000000, 1.000000) 
(0.150000, 0.250000, 0.085000) (0.100000, 0.250000, 0.085000) (0.000000, 1.000000) 
(0.100000, 0.300000, 0.100000) (0.100000, 0.250000, 0.100000) (0.000000, 1.000000) 
(0.100000, 0.300000, 0.100000) (0.100000, 0.250000, 0.100000) (0.000000, 1.000000) 
(0.150000, 0.250000, 0.085000) (0.100000, 0.250000, 0.085000) (0.000000, 1.000000) 
(0.150000, 0.300000, 0.112500) (0.100000, 0.250000, 0.112500) (0.000000, 1.000000) 
(0.100000, 0.300000, 0.112500) (0.100000, 0.300000, 0.112500) (0.000000, 1.000000) 
(0.150000, 0.300000, 0.112500) (0.100000, 0.300000, 0.112500) (0.000000, 1.000000) 
